Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,USD_MSRP,Packaging,Availability,wanted,owned,rating,theme_grp,review_num,query_id,adjust_coef,adj_USD_MSRP
6152,Snow White's Cottage,2012,Duplo,Disney Princess,28.0,1.0,http://images.brickset.com/sets/images/6152-1.jpg,14.99,Box,Retail,84.0,522.0,0,Pre-school,0,6152-1,0.949272840502,15.7910343164
6153,Cinderella's Carriage,2012,Duplo,Disney Princess,20.0,1.0,http://images.brickset.com/sets/images/6153-1.jpg,24.99,Box,Retail,81.0,640.0,0,Pre-school,0,6153-1,0.949272840502,26.3254134468
6154,Cinderella's Castle,2012,Duplo,Disney Princess,77.0,2.0,http://images.brickset.com/sets/images/6154-1.jpg,39.99,Box,Retail,88.0,483.0,5,Pre-school,1,6154-1,0.949272840502,42.1269821423
6156,Photo Safari,2012,Duplo,Zoo,67.0,3.0,http://images.brickset.com/sets/images/6156-1.jpg,59.99,Box,Retail,145.0,552.0,4,Pre-school,1,6156-1,0.949272840502,63.195740403
6157,The Big Zoo,2012,Duplo,Zoo,147.0,4.0,http://images.brickset.com/sets/images/6157-1.jpg,89.99,Box,Retail,150.0,364.0,0,Pre-school,0,6157-1,0.949272840502,94.7988777941
6158,Animal Clinic,2012,Duplo,Zoo,62.0,2.0,http://images.brickset.com/sets/images/6158-1.jpg,39.99,Box,Retail,85.0,232.0,0,Pre-school,0,6158-1,0.949272840502,42.1269821423
6168,Fire Station,2012,Duplo,Fire,63.0,2.0,http://images.brickset.com/sets/images/6168-1.jpg,50.7873,Box,Retail,105.0,327.0,0,Pre-school,0,6168-1,0.949272840502,53.5012673207
6169,Fire Chief,2012,Duplo,Fire,6.0,1.0,http://images.brickset.com/sets/images/6169-1.jpg,9.99,Box,Retail,56.0,648.0,0,Pre-school,0,6169-1,0.949272840502,10.5238447512
6171,Gas Station,2012,Duplo,No_Subtheme,45.0,2.0,http://images.brickset.com/sets/images/6171-1.jpg,29.99,Box,Retail,54.0,192.0,0,Pre-school,0,6171-1,0.949272840502,31.5926030119
6172,Zoo Truck,2012,Duplo,Zoo,8.0,1.0,http://images.brickset.com/sets/images/6172-1.jpg,19.99,Box,Retail,63.0,470.0,0,Pre-school,0,6172-1,0.949272840502,21.0582238816
6173,Panda,2012,Duplo,Zoo,8.0,1.0,http://images.brickset.com/sets/images/6173-1.jpg,7.99,Box,Retail,71.0,570.0,0,Pre-school,0,6173-1,0.949272840502,8.41696892516
6230,Stormer XL,2012,HERO Factory,No_Subtheme,89.0,0.0,http://images.brickset.com/sets/images/6230-1.jpg,24.99,Box,Retail,327.0,814.0,3.8,Constraction,5,6230-1,0.949272840502,26.3254134468
66411,Super Pack 3-in-1,2012,Star Wars,Product Collection,633.0,0.0,http://images.brickset.com/sets/images/66411-1.jpg,107.9373,Box,Retail - limited,457.0,252.0,0,Licensed,0,66411-1,0.949272840502,113.705244051
6857,The Dynamic Duo Funhouse Escape,2012,DC Comics Super Heroes,Batman,380.0,5.0,http://images.brickset.com/sets/images/6857-1.jpg,39.99,Box,Retail - limited,1880.0,5648.0,5,Licensed,7,6857-1,0.949272840502,42.1269821423
6858,Catwoman Catcycle City Chase,2012,DC Comics Super Heroes,Batman,89.0,2.0,http://images.brickset.com/sets/images/6858-1.jpg,12.99,Box,Retail,1503.0,9393.0,4.26666666666667,Licensed,15,6858-1,0.949272840502,13.6841584903
6860,The Batcave,2012,DC Comics Super Heroes,Batman,690.0,5.0,http://images.brickset.com/sets/images/6860-1.jpg,69.99,Box,Retail,2077.0,5639.0,4.75,Licensed,8,6860-1,0.949272840502,73.7301195334
6862,Superman Vs Power Armor Lex,2012,DC Comics Super Heroes,Superman,207.0,3.0,http://images.brickset.com/sets/images/6862-2.jpg,19.99,Box,Retail,1317.0,9955.0,4.08333333333333,Licensed,12,6862-2,0.949272840502,21.0582238816
6863,Batwing Battle Over Gotham City,2012,DC Comics Super Heroes,Batman,278.0,3.0,http://images.brickset.com/sets/images/6863-1.jpg,34.99,Box,Retail,1653.0,5692.0,4.125,Licensed,8,6863-1,0.949272840502,36.8597925771
6864,The Batmobile and the Two-Face Chase,2012,DC Comics Super Heroes,Batman,531.0,5.0,http://images.brickset.com/sets/images/6864-1.jpg,49.99,Box,Retail,2077.0,5280.0,4.33333333333333,Licensed,6,6864-1,0.949272840502,52.6613612727
6865,Captain America's Avenging Cycle,2012,Marvel Super Heroes,Avengers,72.0,3.0,http://images.brickset.com/sets/images/6865-1.jpg,12.99,Box,Retail,1549.0,7961.0,4.13333333333333,Licensed,15,6865-1,0.949272840502,13.6841584903
6866,Wolverine's Chopper Showdown,2012,Marvel Super Heroes,X-Men,199.0,3.0,http://images.brickset.com/sets/images/6866-1.jpg,19.99,Box,Retail,2347.0,7943.0,4.61538461538462,Licensed,13,6866-1,0.949272840502,21.0582238816
6867,Loki's Cosmic Cube Escape,2012,Marvel Super Heroes,Avengers,181.0,3.0,http://images.brickset.com/sets/images/6867-1.jpg,19.99,Box,Retail,1939.0,7757.0,4.25,Licensed,8,6867-1,0.949272840502,21.0582238816
6868,Hulk's Helicarrier Breakout,2012,Marvel Super Heroes,Avengers,389.0,4.0,http://images.brickset.com/sets/images/6868-1.jpg,49.99,Box,Retail,1955.0,5487.0,4.66666666666667,Licensed,9,6868-1,0.949272840502,52.6613612727
6869,Quinjet Aerial Battle,2012,Marvel Super Heroes,Avengers,735.0,5.0,http://images.brickset.com/sets/images/6869-1.jpg,69.99,Box,Retail,2213.0,5593.0,5,Licensed,6,6869-1,0.949272840502,73.7301195334
6873,Spider-Man's Doc Ock Ambush,2012,Marvel Super Heroes,Ultimate Spider-Man,295.0,3.0,http://images.brickset.com/sets/images/6873-1.jpg,29.99,Box,Retail - limited,1794.0,3640.0,4.33333333333333,Licensed,6,6873-1,0.949272840502,31.5926030119
6912,Super Soarer,2012,Creator,No_Subtheme,130.0,0.0,http://images.brickset.com/sets/images/6912-1.jpg,14.99,Box,Retail,393.0,2403.0,4.25,Basic,4,6912-1,0.949272840502,15.7910343164
6913,Blue Roadster,2012,Creator,No_Subtheme,152.0,0.0,http://images.brickset.com/sets/images/6913-1.jpg,14.99,Box,Retail,525.0,3984.0,4,Basic,4,6913-1,0.949272840502,15.7910343164
6914,Prehistoric Hunters,2012,Creator,No_Subtheme,191.0,0.0,http://images.brickset.com/sets/images/6914-1.jpg,17.99,Box,Retail,394.0,1667.0,4,Basic,2,6914-1,0.949272840502,18.9513480555
7291,Street Rebel,2012,Creator,No_Subtheme,196.0,0.0,http://images.brickset.com/sets/images/7291-1.jpg,19.99,Box,Retail,429.0,1240.0,4.5,Basic,2,7291-1,0.949272840502,21.0582238816
7292,Propeller Adventures,2012,Creator,No_Subtheme,241.0,0.0,http://images.brickset.com/sets/images/7292-1.jpg,19.99,Box,Retail,496.0,1983.0,5,Basic,2,7292-1,0.949272840502,21.0582238816
7345,Transport Chopper,2012,Creator,No_Subtheme,383.0,0.0,http://images.brickset.com/sets/images/7345-1.jpg,34.99,Box,Retail,552.0,1515.0,4,Basic,2,7345-1,0.949272840502,36.8597925771
7346,Seaside House,2012,Creator,No_Subtheme,415.0,1.0,http://images.brickset.com/sets/images/7346-1.jpg,49.99,Box,Retail,2584.0,6348.0,4.66666666666667,Basic,3,7346-1,0.949272840502,52.6613612727
7347,Highway Pickup,2012,Creator,No_Subtheme,805.0,0.0,http://images.brickset.com/sets/images/7347-1.jpg,79.99,Box,Retail,875.0,1773.0,4.66666666666667,Basic,3,7347-1,0.949272840502,84.2644986637
79000,Riddles for the Ring,2012,The Hobbit,An Unexpected Journey,105.0,2.0,http://images.brickset.com/sets/images/79000-1.jpg,9.99,Box,Retail,1413.0,7845.0,4.33333333333333,Licensed,6,79000-1,0.949272840502,10.5238447512
79001,Escape from Mirkwood Spiders,2012,The Hobbit,The Desolation of Smaug,298.0,4.0,http://images.brickset.com/sets/images/79001-1.jpg,29.99,Box,Retail,1412.0,6527.0,4.2,Licensed,5,79001-1,0.949272840502,31.5926030119
79002,Attack of the Wargs,2012,The Hobbit,An Unexpected Journey,400.0,5.0,http://images.brickset.com/sets/images/79002-1.jpg,49.99,Box,Retail,1784.0,5760.0,4.16666666666667,Licensed,6,79002-1,0.949272840502,52.6613612727
79003,An Unexpected Gathering,2012,The Hobbit,An Unexpected Journey,652.0,6.0,http://images.brickset.com/sets/images/79003-1.jpg,69.99,Box,Retail,2587.0,8775.0,5,Licensed,10,79003-1,0.949272840502,73.7301195334
79004,Barrel Escape,2012,The Hobbit,The Desolation of Smaug,334.0,5.0,http://images.brickset.com/sets/images/79004-1.jpg,39.99,Box,Retail,1880.0,4855.0,4.66666666666667,Licensed,3,79004-1,0.949272840502,42.1269821423
79010,The Goblin King Battle,2012,The Hobbit,An Unexpected Journey,841.0,8.0,http://images.brickset.com/sets/images/79010-1.jpg,99.99,Box,Retail,1912.0,5158.0,4.6,Licensed,5,79010-1,0.949272840502,105.333256924
850423,Minifigure Presentation Boxes,2012,Miscellaneous,No_Subtheme,89.0,1.0,http://images.brickset.com/sets/images/850423-1.jpg,9.99,Box,LEGO exclusive,258.0,811.0,4,Miscellaneous,2,850423-1,0.949272840502,10.5238447512
850425,Desk Business Card Holder,2012,Miscellaneous,Desk accessory,150.0,2.0,http://images.brickset.com/sets/images/850425-1.jpg,14.99,Box,LEGO exclusive,404.0,2022.0,3.66666666666667,Miscellaneous,3,850425-1,0.949272840502,15.7910343164
850426,Pencil Holder,2012,Miscellaneous,Desk accessory,157.0,1.0,http://images.brickset.com/sets/images/850426-1.jpg,14.99,Box,LEGO exclusive,265.0,1021.0,4,Miscellaneous,1,850426-1,0.949272840502,15.7910343164
850458,VIP Top 5 Boxed Minifigures,2012,Collectable Minifigures,Combi-pack,37.0,5.0,http://images.brickset.com/sets/images/850458-1.jpg,12.99,Box,LEGO exclusive,671.0,733.0,0,Miscellaneous,0,850458-1,0.949272840502,13.6841584903
853393,LEGO Friends Picture Frame,2012,Miscellaneous,Photo frames/albums,49.0,0.0,http://images.brickset.com/sets/images/853393-1.jpg,14.99,Box,LEGO exclusive,123.0,305.0,0,Miscellaneous,0,853393-1,0.949272840502,15.7910343164
8827,LEGO Minifigures Series 6 - Sealed Box,2012,Collectable Minifigures,Series 06,60.0,0.0,http://images.brickset.com/sets/images/8827-18.jpg,151.638,Box,Retail,180.0,328.0,0,Miscellaneous,0,8827-18,0.949272840502,159.741218257
8831,LEGO Minifigures Series 7 - Sealed Box,2012,Collectable Minifigures,Series 07,60.0,0.0,http://images.brickset.com/sets/images/8831-18.jpg,151.638,Box,Retail,191.0,340.0,0,Miscellaneous,0,8831-18,0.949272840502,159.741218257
8909,Team GB Minifigures - Sealed Box,2012,Collectable Minifigures,Team GB,60.0,0.0,http://images.brickset.com/sets/images/8909-18.jpg,148.59,Box,Retail,266.0,118.0,0,Miscellaneous,0,8909-18,0.949272840502,156.530339498
9092,Crazy Demon,2012,Racers,No_Subtheme,86.0,1.0,http://images.brickset.com/sets/images/9092-1.jpg,9.99,Box,Retail,181.0,761.0,4,Racing,1,9092-1,0.949272840502,10.5238447512
9093,Bone Cruncher,2012,Racers,No_Subtheme,87.0,1.0,http://images.brickset.com/sets/images/9093-1.jpg,9.99,Box,Retail,167.0,799.0,5,Racing,1,9093-1,0.949272840502,10.5238447512
9094,Star Striker,2012,Racers,No_Subtheme,88.0,1.0,http://images.brickset.com/sets/images/9094-1.jpg,9.99,Box,Retail,171.0,770.0,4,Racing,1,9094-1,0.949272840502,10.5238447512
9095,Nitro Predator,2012,Racers,No_Subtheme,87.0,1.0,http://images.brickset.com/sets/images/9095-1.jpg,9.99,Box,Retail,176.0,769.0,4,Racing,1,9095-1,0.949272840502,10.5238447512
9390,Mini Tow Truck,2012,Technic,No_Subtheme,136.0,0.0,http://images.brickset.com/sets/images/9390-1.jpg,11.99,Box,Retail,407.0,2358.0,3.85714285714286,Technical,7,9390-1,0.949272840502,12.6307205773
9391,Tracked Crane,2012,Technic,No_Subtheme,218.0,0.0,http://images.brickset.com/sets/images/9391-1.jpg,19.99,Box,Retail,554.0,2500.0,5,Technical,3,9391-1,0.949272840502,21.0582238816
9392,Quad Bike,2012,Technic,No_Subtheme,199.0,0.0,http://images.brickset.com/sets/images/9392-1.jpg,24.99,Box,Retail,639.0,2801.0,4.2,Technical,5,9392-1,0.949272840502,26.3254134468
9393,Tractor,2012,Technic,No_Subtheme,353.0,0.0,http://images.brickset.com/sets/images/9393-1.jpg,39.99,Box,Retail,590.0,1786.0,4.75,Technical,4,9393-1,0.949272840502,42.1269821423
9394,Jet Plane,2012,Technic,No_Subtheme,499.0,0.0,http://images.brickset.com/sets/images/9394-1.jpg,49.99,Box,Retail,614.0,1999.0,5,Technical,1,9394-1,0.949272840502,52.6613612727
9395,Pick-Up Tow Truck,2012,Technic,No_Subtheme,954.0,0.0,http://images.brickset.com/sets/images/9395-1.jpg,69.99,Box,Retail,875.0,2668.0,5,Technical,2,9395-1,0.949272840502,73.7301195334
9396,Helicopter,2012,Technic,No_Subtheme,1056.0,0.0,http://images.brickset.com/sets/images/9396-1.jpg,119.99,Box,Retail,1335.0,3651.0,5,Technical,5,9396-1,0.949272840502,126.402015185
9397,Logging Truck,2012,Technic,No_Subtheme,1308.0,0.0,http://images.brickset.com/sets/images/9397-1.jpg,139.99,Box,Retail,1705.0,2599.0,3.83333333333333,Technical,6,9397-1,0.949272840502,147.470773446
9398,4x4 Crawler,2012,Technic,No_Subtheme,1327.0,0.0,http://images.brickset.com/sets/images/9398-1.jpg,199.99,Box,Retail,1861.0,5648.0,4,Technical,4,9398-1,0.949272840502,210.677048228
9440,Venomari Shrine,2012,Ninjago,No_Subtheme,86.0,1.0,http://images.brickset.com/sets/images/9440-1.jpg,6.99,Box,Retail,646.0,4723.0,4.2,Action/Adventure,10,9440-1,0.949272840502,7.36353101212
9441,Kai's Blade Cycle,2012,Ninjago,No_Subtheme,188.0,2.0,http://images.brickset.com/sets/images/9441-1.jpg,14.99,Box,Retail,781.0,3849.0,4.45454545454545,Action/Adventure,11,9441-1,0.949272840502,15.7910343164
9442,Jay's Storm Fighter,2012,Ninjago,No_Subtheme,242.0,2.0,http://images.brickset.com/sets/images/9442-1.jpg,24.99,Box,Retail,891.0,3200.0,5,Action/Adventure,4,9442-1,0.949272840502,26.3254134468
9443,Rattlecopter,2012,Ninjago,No_Subtheme,327.0,3.0,http://images.brickset.com/sets/images/9443-1.jpg,29.99,Box,Retail,821.0,2504.0,4.3,Action/Adventure,10,9443-1,0.949272840502,31.5926030119
9444,Cole's Tread Assault,2012,Ninjago,No_Subtheme,286.0,2.0,http://images.brickset.com/sets/images/9444-1.jpg,39.99,Box,Retail,952.0,2231.0,4.5,Action/Adventure,2,9444-1,0.949272840502,42.1269821423
9445,Fangpyre Truck Ambush,2012,Ninjago,No_Subtheme,452.0,4.0,http://images.brickset.com/sets/images/9445-1.jpg,49.99,Box,Retail,892.0,1744.0,5,Action/Adventure,2,9445-1,0.949272840502,52.6613612727
9446,Destiny's Bounty,2012,Ninjago,No_Subtheme,680.0,6.0,http://images.brickset.com/sets/images/9446-1.jpg,79.99,Box,Retail,1276.0,1863.0,4.66666666666667,Action/Adventure,6,9446-1,0.949272840502,84.2644986637
9447,Lasha's Bite Cycle,2012,Ninjago,No_Subtheme,250.0,2.0,http://images.brickset.com/sets/images/9447-1.jpg,24.99,Box,Retail,684.0,1765.0,4,Action/Adventure,1,9447-1,0.949272840502,26.3254134468
9448,Samurai Mech,2012,Ninjago,No_Subtheme,452.0,3.0,http://images.brickset.com/sets/images/9448-1.jpg,39.99,Box,Retail,1162.0,3064.0,4.6,Action/Adventure,5,9448-1,0.949272840502,42.1269821423
9449,Ultra Sonic Raider,2012,Ninjago,No_Subtheme,622.0,6.0,http://images.brickset.com/sets/images/9449-1.jpg,79.99,Box,Retail,1069.0,2006.0,4.5,Action/Adventure,6,9449-1,0.949272840502,84.2644986637
9450,Epic Dragon Battle,2012,Ninjago,No_Subtheme,915.0,7.0,http://images.brickset.com/sets/images/9450-1.jpg,119.99,Box,Retail,1191.0,2289.0,5,Action/Adventure,3,9450-1,0.949272840502,126.402015185
9455,Fangpyre Mech,2012,Ninjago,No_Subtheme,255.0,2.0,http://images.brickset.com/sets/images/9455-1.jpg,24.99,Box,Retail,829.0,946.0,4.8,Action/Adventure,5,9455-1,0.949272840502,26.3254134468
9456,Spinner Battle Arena,2012,Ninjago,No_Subtheme,418.0,2.0,http://images.brickset.com/sets/images/9456-1.jpg,39.99,Box,Retail,584.0,470.0,0,Action/Adventure,0,9456-1,0.949272840502,42.1269821423
9457,Fangpyre Wrecking Ball,2012,Ninjago,No_Subtheme,415.0,3.0,http://images.brickset.com/sets/images/9457-1.jpg,49.99,Box,Retail,935.0,675.0,5,Action/Adventure,2,9457-1,0.949272840502,52.6613612727
9461,The Swamp Creature,2012,Monster Fighters,No_Subtheme,70.0,2.0,http://images.brickset.com/sets/images/9461-1.jpg,6.99,Box,Retail,984.0,7356.0,4,Action/Adventure,11,9461-1,0.949272840502,7.36353101212
9465,The Zombies,2012,Monster Fighters,No_Subtheme,447.0,4.0,http://images.brickset.com/sets/images/9465-1.jpg,39.99,Box,Retail - limited,2256.0,2448.0,5,Action/Adventure,2,9465-1,0.949272840502,42.1269821423
9469,Gandalf Arrives,2012,The Lord of the Rings,The Fellowship of the Ring,83.0,2.0,http://images.brickset.com/sets/images/9469-1.jpg,12.99,Box,Retail,1876.0,10412.0,4.39130434782609,Licensed,23,9469-1,0.949272840502,13.6841584903
9470,Shelob Attacks,2012,The Lord of the Rings,The Return of the King,227.0,3.0,http://images.brickset.com/sets/images/9470-1.jpg,19.99,Box,Retail,1777.0,8559.0,4.69230769230769,Licensed,13,9470-1,0.949272840502,21.0582238816
9471,Uruk-Hai Army,2012,The Lord of the Rings,The Two Towers,257.0,6.0,http://images.brickset.com/sets/images/9471-1.jpg,29.99,Box,Retail,2179.0,7555.0,4.63636363636364,Licensed,11,9471-1,0.949272840502,31.5926030119
9472,Attack On Weathertop,2012,The Lord of the Rings,The Fellowship of the Ring,430.0,5.0,http://images.brickset.com/sets/images/9472-1.jpg,59.99,Box,Retail,2387.0,6840.0,4.66666666666667,Licensed,12,9472-1,0.949272840502,63.195740403
9473,The Mines of Moria,2012,The Lord of the Rings,The Fellowship of the Ring,776.0,9.0,http://images.brickset.com/sets/images/9473-1.jpg,79.99,Box,Retail,2395.0,7015.0,4.25,Licensed,12,9473-1,0.949272840502,84.2644986637
9474,The Battle Of Helm's Deep,2012,The Lord of the Rings,The Two Towers,1368.0,8.0,http://images.brickset.com/sets/images/9474-1.jpg,129.99,Box,Retail,3008.0,6661.0,4.90909090909091,Licensed,11,9474-1,0.949272840502,136.936394316
9476,The Orc Forge,2012,The Lord of the Rings,The Fellowship of the Ring,366.0,4.0,http://images.brickset.com/sets/images/9476-1.jpg,39.99,Box,Retail - limited,2316.0,5221.0,4.66666666666667,Licensed,9,9476-1,0.949272840502,42.1269821423
9478,Francesco Bernoulli,2012,Cars,No_Subtheme,49.0,0.0,http://images.brickset.com/sets/images/9478-1.jpg,6.99,Box,Retail,308.0,1294.0,3,Licensed,1,9478-1,0.949272840502,7.36353101212
9479,Ivan Mater,2012,Cars,No_Subtheme,52.0,0.0,http://images.brickset.com/sets/images/9479-1.jpg,6.99,Box,Retail,334.0,1242.0,3,Licensed,1,9479-1,0.949272840502,7.36353101212
9480,Finn McMissile,2012,Cars,No_Subtheme,52.0,0.0,http://images.brickset.com/sets/images/9480-1.jpg,6.99,Box,Retail,324.0,1306.0,4.5,Licensed,2,9480-1,0.949272840502,7.36353101212
9481,Jeff Gorvette,2012,Cars,No_Subtheme,54.0,0.0,http://images.brickset.com/sets/images/9481-1.jpg,6.99,Box,Retail,314.0,1342.0,4,Licensed,1,9481-1,0.949272840502,7.36353101212
9483,Agent Mater's Escape,2012,Cars,No_Subtheme,144.0,0.0,http://images.brickset.com/sets/images/9483-1.jpg,14.99,Box,Retail,335.0,919.0,4.5,Licensed,2,9483-1,0.949272840502,15.7910343164
9484,Red's Water Rescue,2012,Cars,No_Subtheme,199.0,0.0,http://images.brickset.com/sets/images/9484-1.jpg,19.99,Box,Retail,395.0,929.0,3.5,Licensed,2,9484-1,0.949272840502,21.0582238816
9485,Ultimate Race Set,2012,Cars,No_Subtheme,280.0,0.0,http://images.brickset.com/sets/images/9485-1.jpg,29.99,Box,Retail,378.0,681.0,0,Licensed,0,9485-1,0.949272840502,31.5926030119
9486,Oil Rig Escape,2012,Cars,No_Subtheme,422.0,0.0,http://images.brickset.com/sets/images/9486-1.jpg,49.99,Box,Retail,484.0,791.0,5,Licensed,1,9486-1,0.949272840502,52.6613612727
9488,Elite Clone Trooper & Commando Droid Battle Pack,2012,Star Wars,The Clone Wars,98.0,4.0,http://images.brickset.com/sets/images/9488-1.jpg,12.99,Box,Retail,1671.0,10165.0,4.33333333333333,Licensed,24,9488-1,0.949272840502,13.6841584903
9489,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,Star Wars,Episode IV-VI,77.0,4.0,http://images.brickset.com/sets/images/9489-1.jpg,12.99,Box,Retail,2149.0,10827.0,3.83333333333333,Licensed,12,9489-1,0.949272840502,13.6841584903
9490,Droid Escape,2012,Star Wars,Episode IV-VI,137.0,4.0,http://images.brickset.com/sets/images/9490-1.jpg,19.99,Box,Retail,2332.0,11078.0,4,Licensed,13,9490-1,0.949272840502,21.0582238816
9491,Geonosian Cannon,2012,Star Wars,The Clone Wars,132.0,4.0,http://images.brickset.com/sets/images/9491-1.jpg,19.99,Box,Retail,1543.0,7678.0,4.25,Licensed,8,9491-1,0.949272840502,21.0582238816
9492,TIE Fighter,2012,Star Wars,Episode IV-VI,413.0,4.0,http://images.brickset.com/sets/images/9492-1.jpg,54.99,Box,Retail,3530.0,10000.0,4.57894736842105,Licensed,19,9492-1,0.949272840502,57.9285508378
9493,X-wing Starfighter,2012,Star Wars,Episode IV-VI,560.0,4.0,http://images.brickset.com/sets/images/9493-1.jpg,59.99,Box,Retail,3441.0,11228.0,4.75,Licensed,16,9493-1,0.949272840502,63.195740403
9494,Anakin's Jedi Interceptor,2012,Star Wars,Episode III,300.0,5.0,http://images.brickset.com/sets/images/9494-1.jpg,39.99,Box,Retail - limited,2674.0,5498.0,4.41666666666667,Licensed,12,9494-1,0.949272840502,42.1269821423
9495,Gold Leader's Y-wing Starfighter,2012,Star Wars,Episode IV-VI,458.0,3.0,http://images.brickset.com/sets/images/9495-1.jpg,49.99,Box,Retail - limited,3376.0,5770.0,4.5,Licensed,8,9495-1,0.949272840502,52.6613612727
9496,Desert Skiff,2012,Star Wars,Episode IV-VI,213.0,4.0,http://images.brickset.com/sets/images/9496-1.jpg,24.99,Box,Retail,2530.0,11602.0,4.48,Licensed,25,9496-1,0.949272840502,26.3254134468
9497,Republic Striker-class Starfighter,2012,Star Wars,The Old Republic,376.0,3.0,http://images.brickset.com/sets/images/9497-1.jpg,44.99,Box,Retail,2210.0,5075.0,3.88888888888889,Licensed,9,9497-1,0.949272840502,47.3941717075
9498,Saesee Tiin's Jedi Starfighter,2012,Star Wars,The Clone Wars,244.0,3.0,http://images.brickset.com/sets/images/9498-1.jpg,29.99,Box,Retail,1977.0,5545.0,4.5,Licensed,6,9498-1,0.949272840502,31.5926030119
9499,Gungan Sub,2012,Star Wars,Episode I,465.0,4.0,http://images.brickset.com/sets/images/9499-1.jpg,69.99,Box,Retail,2496.0,4559.0,5,Licensed,1,9499-1,0.949272840502,73.7301195334
9500,Sith Fury-class Interceptor,2012,Star Wars,The Old Republic,741.0,3.0,http://images.brickset.com/sets/images/9500-1.jpg,89.99,Box,Retail,3278.0,5432.0,4.58333333333333,Licensed,12,9500-1,0.949272840502,94.7988777941
9509,Star Wars Advent Calendar,2012,Star Wars,Seasonal,234.0,10.0,http://images.brickset.com/sets/images/9509-1.jpg,49.99,Box,Retail - limited,1265.0,6551.0,4.5,Licensed,2,9509-1,0.949272840502,52.6613612727
9515,Malevolence,2012,Star Wars,The Clone Wars,1092.0,6.0,http://images.brickset.com/sets/images/9515-1.jpg,119.99,Box,Retail,2969.0,3750.0,4,Licensed,9,9515-1,0.949272840502,126.402015185
9516,Jabba's Palace,2012,Star Wars,Episode IV-VI,717.0,9.0,http://images.brickset.com/sets/images/9516-1.jpg,119.99,Box,Retail,3797.0,8728.0,4.58333333333333,Licensed,12,9516-1,0.949272840502,126.402015185
9525,Pre Vizsla's Mandalorian Fighter,2012,Star Wars,The Clone Wars,403.0,3.0,http://images.brickset.com/sets/images/9525-1.jpg,49.99,Box,Retail - limited,2498.0,3727.0,4.33333333333333,Licensed,3,9525-1,0.949272840502,52.6613612727
9526,Palpatine's Arrest,2012,Star Wars,Episode III,645.0,6.0,http://images.brickset.com/sets/images/9526-1.jpg,89.99,Box,Retail,3147.0,3656.0,4.66666666666667,Licensed,3,9526-1,0.949272840502,94.7988777941
9677,X-wing Starfighter & Yavin 4,2012,Star Wars,Planet Set,77.0,1.0,http://images.brickset.com/sets/images/9677-1.jpg,9.99,Box,Retail,1596.0,7208.0,3.4,Licensed,5,9677-1,0.949272840502,10.5238447512
9678,Twin-Pod Cloud Car & Bespin,2012,Star Wars,Planet Set,78.0,1.0,http://images.brickset.com/sets/images/9678-1.jpg,9.99,Box,Retail,1283.0,7873.0,4.33333333333333,Licensed,9,9678-1,0.949272840502,10.5238447512
9679,AT-ST & Endor,2012,Star Wars,Planet Set,65.0,1.0,http://images.brickset.com/sets/images/9679-1.jpg,9.99,Box,Retail,1589.0,7721.0,3.85714285714286,Licensed,7,9679-1,0.949272840502,10.5238447512
10217,Diagon Alley,2011,Harry Potter,General,2025.0,12.0,http://images.brickset.com/sets/images/10217-1.jpg,149.99,Box,Not specified,3079.0,4011.0,4.88888888888889,Licensed,9,10217-1,0.919275818742,163.161041487
10218,Pet Shop,2011,Advanced Models,Modular Buildings,2032.0,4.0,http://images.brickset.com/sets/images/10218-1.jpg,149.99,Box,Retail - limited,4805.0,15838.0,5,Model making,12,10218-1,0.919275818742,163.161041487
10219,Maersk Train,2011,Advanced Models,Trains,1237.0,3.0,http://images.brickset.com/sets/images/10219-1.jpg,119.99,Box,LEGO exclusive,3041.0,4696.0,4.88888888888889,Model making,9,10219-1,0.919275818742,130.526657564
10220,Volkswagen T1 Camper Van,2011,Advanced Models,Vehicles,1332.0,0.0,http://images.brickset.com/sets/images/10220-1.jpg,119.99,Box,Retail - limited,2863.0,12780.0,4.78571428571429,Model making,14,10220-1,0.919275818742,130.526657564
10221,Super Star Destroyer ,2011,Star Wars,Ultimate Collector Series,3152.0,5.0,http://images.brickset.com/sets/images/10221-1.jpg,399.99,Box,LEGO exclusive,6346.0,4896.0,4.25,Licensed,8,10221-1,0.919275818742,435.114240846
10222,Winter Village Post Office,2011,Advanced Models,Winter Village,822.0,7.0,http://images.brickset.com/sets/images/10222-1.jpg,69.99,Box,Retail - limited,3353.0,6457.0,4.5,Model making,6,10222-1,0.919275818742,76.1360176925
10231,Shuttle Expedition,2011,Advanced Models,Space,1230.0,3.0,http://images.brickset.com/sets/images/10231-1.jpg,99.99,Box,LEGO exclusive,2513.0,2722.0,4.5,Model making,6,10231-1,0.919275818742,108.770401616
20200,Space Designer,2011,Master Builder Academy,No_Subtheme,178.0,1.0,http://images.brickset.com/sets/images/20200-1.jpg,29.99,Box,LEGO exclusive,425.0,1641.0,4.8,Miscellaneous,5,20200-1,0.919275818742,32.6235057951
21000,Willis Tower,2011,Architecture,Landmark Series,69.0,0.0,http://images.brickset.com/sets/images/21000-2.jpg,19.99,Box,Retail - limited,959.0,1592.0,0,Model making,0,21000-2,0.919275818742,21.7453778207
